ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher
380778335;Promise Me;Kathleen Harrington;1995;Harper Mass Market Paperbacks (Mm)
821746545;Tender Heart (Zebra Lovegram Historical Romance);Gwen Cleary;1994;Zebra Books
446365262;The Searching Hearts;Dorothy Garlock;1997;Warner Books
821766430;My Angel;Christine Young;2000;Zebra Books
380775794;Wildfire;Donna Stephens;1995;Harper Mass Market Paperbacks (Mm)
380898802;Reckless Yearning (Avon Romance);Victoria Pade;1987;Avon
425132048;Eyes of Prey;John Sandford;2004;Berkley Publishing Group
61083259;Dreamcatcher;Dinah McCall;1996;HarperTorch
446613665;License to Thrill;Lori Wilde;2003;Warner Forever
671786466;Paradise County;Karen Robards;2001;Pocket
446606189;Cat & Mouse (Alex Cross Novels);James Patterson;1998;Warner Books
743456181;Almost Like Being in Love;Christina Dodd;2004;Pocket
380819201;Shadow Dance;Susan Andersen;2002;Avon
821769332;In Too Deep;Janelle Taylor;2001;Zebra Books
1551665042;More Than You Know;Helen Myers;1999;Mira
515127108;Sweet Hearts;Jill Marie Landis;2000;Jove Books
440215994;The Senator's Wife;KAREN ROBARDS;1999;Dell
440235782;My Spy;CHRISTINA SKYE;2002;Dell
449146448;Picture Postcard;Fredrick D Huebner;1991;Fawcett Books
440237602;Code Name: Nanny;CHRISTINA SKYE;2004;Dell
425196852;Dangerous Curves (Berkley Sensation);Jacey Ford;2004;Berkley Publishing Group
373218095;Two By Twilight (2 novels in 1);Maggie Shayne;2003;Silhouette
446612944;Tall, Dark, and Cajun;Sandra Hill;2003;Warner Forever
445206578;Gift of Fire;Jayne Ann Krentz;1989;Warner Books
786889691;The Blue Hour;T Jefferson Parker;2000;Hyperion
380780038;Taken by Storm;Danelle Harmon;1995;Harper Mass Market Paperbacks (Mm)
380793393;The Mackenzies: Jake;Ana Leigh;1999;Harper Mass Market Paperbacks
155166951;What The Lady Wants;Jennifer Crusie;2002;Mira
786016418;Kiss Her Goodbye;Wendy Corsi Staub;2004;Pinnacle Books
804119503;The Trouble With Mary;Millie Criswell;2001;Ivy Books
380711532;Don't Cry Now;Joy Fielding;1996;Avon
440222877;Missing Pieces;JOY FIELDING;1998;Island Books
821772228;Green Calder Grass;Janet Dailey;2003;Zebra Books
61044407;Liar: An Irene Kelly Mystery;Jan Burke;1999;HarperTorch
821746170;Illusions;Katherine Stone;1994;Kensington Pub Corp (Mm)
445409169;The Shape of Dread;Marcia Muller;1990;Warner Books
380792206;Night Kills;Charlotte Hughes;1998;Avon
590673203;Beware of the Purple Peanut Butter (Give Yourself Goosebumps, No 6);R L Stine;1996;Scholastic
59067319;Night in Werewolf Woods (Give Yourself Goosebumps, No 5);R L Stine;1996;Scholastic
446612812;Have You Seen Her?;Karen Rose;2004;Warner Books
821770802;Can't Stop Loving You (Zebra Romantic Suspense);Janelle Taylor;2001;Kensington Publishing Corporation
821772139;Lady Killer;Meryl Sawyer;2004;Zebra Books
1551666960;The Delaney Woman;Jeanette Baker;2003;Mira
743477294;French Twist;Roxanne St Claire;2004;Pocket
1551664267;Eleventh Hour;Lynn Erickson;1998;Mira
553803409;Firestorm (Johansen, Iris);IRIS JOHANSEN;2004;Bantam
74320607;Nighttime Is My Time (Clark, Mary Higgins);Mary Higgins Clark;2004;Simon & Schuster
60514930;Dead Ringer (Scottoline, Lisa);Lisa Scottoline;2003;HarperCollins
446612510;The Fourth Perimeter;Tim Green;2003;Warner Books
1551669455;Deadly Grace;Taylor Smith;2003;Mira Books
553581023;Follow the Stars Home;Luanne Rice;2001;Bantam Books
425192784;Witching Moon (Berkley Sensation);Rebecca York;2003;Berkley Publishing Group
345319281;Garfield Makes It Big (Garfield (Numbered Paperback));Jim Davis;1985;Ballantine Books
345318056;Garfield Loses His Feet (Garfield (Numbered Paperback));JIM DAVIS;1984;Ballantine Books
345312716;Garfield Tips the Scales 8 (Garfield (Numbered Paperback));Jim Davis;1984;Ballantine Books
345312260;Garfield Sits Around the House;Jim Davis;1983;Ballantine Books
34530912;Garfield Eats His Heart Out;Jim Davis;1983;Ballantine Books
345307127;Garfield takes the cake;Jim Davis;1982;Ballantine Books
345302621;Garfield Weighs in (Garfield classics);Jim Davis;1982;Ballantine Books
345287797;Garfield at large;Jim Davis;1980;Ballantine Books
440225043;The Midnight Hour;Karen Robards;1999;Dell Publishing Company
373255632;Manhunting (Harlequin Temptation);Jennifer Crusie;1993;Harlequin
1551661535;Midnight Rainbow;Linda Howard;1996;Mira
671000527;The SECRET OF CANDLELIGHT INN NANCY DREW 139;Carolyn Keene;1997;Aladdin
553802542;Thursday's Child;Sandra Brown;2002;Bantam Books
671786539;To Trust a Stranger;Karen Robards;2001;Atria
671034421;Open Season;Linda Howard;2001;Atria
802775829;Nothing But the Night;Bill Pronzini;2000;Walker & Company
380807122;Baby, Don't Go (Avon Light Contemporary Romances);Susan Andersen;2000;Avon
1551665867;Sacred Trust;Meg O'Brien;2000;Mira
380807149;All Shook Up (Avon Romance);Susan Andersen;2001;Avon
821771450;Night Moves;Janelle Taylor;2002;Zebra Books
380795116;Baby, I'm Yours;Susan Andersen;1998;Avon
380795124;Be My Baby (Avon Light Contemporary Romances);Susan Andersen;1999;Avon
60539836;Kill the Competition;Stephanie Bond;2003;Avon
671567705;White Hot;Carla Neggers;1998;Pocket
590448862;Fabulous Facts About the 50 States;Wilma Ross;1986;Scholastic
671019295;The NANCY DREW FILES COLLECTORS EDITION : 42 THE WRONG CHEMISTRY 45 OUT OF BOUNDS 47 FLIRTING WITH DANGER (Nancy Drew Files);Carolyn Keene;1998;Simon Pulse
380800381;Sleepless in Montana (Avon Light Contemporary Romances);Cait London;1999;Avon
373072937;Borrowed Angel (Silhouette Intimate Moments, No 293);Heather Graham Pozzessere;1989;Silhouette
1551665360;Trust No One;Christiane Heggan;1999;Mira
553237667;Member of the Wedding;Carson Mccullers;1981;Bantam Doubleday Dell
1879960109;Making Face, Making Soul/Haciendo Caras: Creative and Critical Perspectives by Women of Color;Gloria Anzaldua;1990;Aunt Lute Books
684865114;The Restraint of Beasts;Magnus Mills;1999;Touchstone
465015328;The Custody Wars: Why Children Are Losing the Legal Battle, and What We Can Do About It;Mary Ann Mason;1999;Perseus Books Group
553272470;SUMMER/GERMAN SOLDIE;BETTE GREENE;1984;Starfire
316955256;The Glory : A Novel;Herman Wouk;1994;Little, Brown
446603392;Strange Highways;Dean Koontz;1996;Warner Books
55321490;Jacob's Room;VIRGINIA WOOLF;1998;Bantam
64407713;Buried Onions;Gary Soto;1999;HarperTrophy
374525080;Messages From My Father;Calvin Trillin;1997;Noonday Press
399139540;Debt of Honor;Tom Clancy;1994;Putnam Publishing Group
385315236;The Horse Whisperer;Nicholas Evans;1995;Delacorte Press
446520950;Total Control;David Baldacci;1997;Warner Books
14005829;East of Eden;John Steinbeck;0;Penguin Putnam~trade
312186142;Death in Cyprus;Mary Margaret Kaye;1984;St Martins Pr
446523437;Any Given Day: The Life and Times of Jessie Lee Brown Foveaux;Jessie Lee Brown Foveaux;1997;Warner Books Inc
64471861;Parrot in the Oven (rpkg) : mi vida;Victor Martinez;1998;Rayo
6095129;De Amor y de Sombra;Isabel Allende;1995;Rayo
553256130;Goodbye Mr Chips;James Hilton;1982;Bantam Doubleday Dell
59042792;My Brother Sam Is Dead (Point);James Lincoln Collier;1989;Scholastic Paperbacks
60980149;La ley del amor;Laura Esquivel;1997;Three Rivers Press (CA)
671502336;CATCH 22;Joseph Heller;1994;Simon & Schuster
671504371;The Good Earth;Pearl S Buck;1981;Washington Square Press
449911446;Before Women Had Wings (Ballantine Reader's Circle);Connie May Fowler;1997;Ballantine Books
451527550;The Sport of the Gods (Signet Classics (Paperback));Paul Laurence Dunbar;1999;Signet Classics
74343756;Electric God;Catherine Ryan Hyde;2002;Pocket
743222628;The Best American Erotica 2004 (Best American Erotica);Susie Bright;2004;Touchstone Books
141439513;Pride and Prejudice (Penguin Classics);Jane Austen;2003;Penguin Books
743225422;The Shipping News : A Novel;Annie Proulx;2001;Scribner
374278784;Travels with a Medieval Queen;Mary Taylor Simeti;2001;Farrar Straus Giroux
159308059;The Importance of Being Earnest and Four Other Plays (Barnes & Noble Classics);Oscar Wilde;2003;Barnes & Noble Books-Imports
60558121;American Gods : A Novel;Neil Gaiman;2003;Perennial
1573221767;Sister India;Peggy Payne;2001;Riverhead Books
374199698;Middlesex: A Novel;Jeffrey Eugenides;2002;Farrar, Straus and Giroux
373250460;You Have To Kiss A Lot Of Frogs;Laurie Graff;2004;Red Dress Ink
375828192;Lyra's Oxford;PHILIP PULLMAN;2003;Knopf Books for Young Readers
399132821;Illumination Night;Alice Hoffman;1987;Putnam Publishing Group
1573220876;About a Boy;Nick Hornby;1998;Riverhead Books
44041833;The Subtle Knife (His Dark Materials, Book 2);PHILIP PULLMAN;2001;Yearling
374516812;The Lottery and Other Stories;Shirley Jackson;1992;Farrar Straus Giroux
156027399;The Woman Who Gave Birth to Rabbits: Stories;Emma Donoghue;2003;Harvest Books
380793334;Joining;Johanna Lindsey;2000;Avon
553284169;Rightfully Mine;Doris Mortman;1990;Bantam Books
399146695;Lost and Found;Jayne Ann Krentz;2001;G P Putnam's Sons
425047075;Whispers;Dean R Koontz;1981;Berkley Publishing Group
345384377;Sole Survivor;DEAN KOONTZ;1997;Ballantine Books
1558740872;Learning to Say No: Establishing Healthy Boundaries;Carla Wills-Brandon;1990;Hci
425097773;Mask;Dean R Koontz;1989;Penguin Putnam~mass
312119070;To Play the Fool;Laurie R King;1995;St Martins Pr
553580884;The Undertaker's Widow;Phillip Margolin;1999;Bantam Books
553574957;The Burning Man;Phillip Margolin;1997;Bantam Books
671891685;Zeke and Ned;Larry McMurtry;1997;Pocket
399146229;The Mineral Palace;Heidi Julavits;2000;Penguin Putnam
553299468;Midnight Warrior;IRIS JOHANSEN;1994;Bantam
449221229;Mystical Paths;Susan Howatch;1993;Fawcett Books
449214362;Glittering Images;Susan Howatch;1996;Fawcett Books
679428887;Archangel;Robert Harris;1999;Random House Inc
399145885;Atlantis Found (Dirk Pitt Adventures (Hardcover));Clive Cussler;1999;Putnam Publishing Group
446602620;Blood Work;Michael Connelly;1998;Warner Books
553271989;The Odessa File;Frederick Forsyth;1983;Bantam Books
375753834;Georgiana: Duchess of Devonshire (Modern Library (Paperback));Amanda Foreman;2001;Modern Library
446522996;The Letter of the Law;Tim Green;2000;Warner Books
671546031;LACE II;Shirley Conran;1985;Pocket
517701766;A Place Called Freedom;Ken Follett;1995;Random House Inc
87795223;Triple;Ken Follett;1979;Arbor House Publishing
1853260851;Les Miserables (Wordsworth Classics , Vol 1);Victor Hugo;1997;NTC/Contemporary Publishing Company
1853260509;Les Miserables (Wordsworth Classics , Vol 2);V Hugo;1997;NTC/Contemporary Publishing Company
451202732;The Second Silence;Eileen Goudge;2001;Signet Book
553266306;The Day of the Jackal;Frederick Forsyth;1982;Bantam Books
8401462924;Sentido y sensibilidad;Jane Austen;1997;Plaza & Janes Editores, SA
3829028784;Jusepe De Ribera (Masters of Spanish Art);Michael Scholz Hansel;2000;Konemann
439286239;Harry Potter and the Sorcerer's Stone Movie Poster Book;Inc Staff Scholastic;2001;Scholastic
140180206;Plague;Albert Camus;0;Penguin Putnam~trade
2040160434;Scenes De La Vie De Province*;Maupassant;0;Dessain et Tolra
225303987;Lorenzaccio;Alfred de Musset;1986;LGF
2253006203;Le rouge et le noir;Stendhal;0;Livre De Poche French
2843370744;Manuel du guerrier de la lumi�?¨re;Paulo Coelho;1998;Anne Carri�?¨re
1853260908;Around the World in Eighty Days: 5 Weeks in a Balloon (Wordsworth Classics);Jules Verne;1997;NTC/Contemporary Publishing Company
2080706195;"Armance ou \Quelques sc�?¨nes d'un salon de Paris en 1827\""""";Stendhal;1994;Flammarion
595014283;A Study in Scarlet (New Millennium Library);Arthur Conan Doyle;2001;New Millennium Library
2246567629;14.99 �?�?;Fr�?©d�?©ric Beigbeder;2002;Grasset
2080701819;Les Confessions Tome 1;Jean Jacqu Rousseau;0;Flammarion
439284031;Harry Potter Schoolbooks: Quidditch Through the Ages and Fantastic Beasts and Where to Find Them;J K Rowling;2001;Scholastic
2266127756;Fables (Pocket Classics);Jean de La Fontaine;2002;Pocket (FR)
9504910017;La Cancion de Dorotea;Rosa Regas;2002;Planeta
2070383652;La Peau Dun Lion;Michael Ondaatje;0;Gallimard French
192838679;Les Liaisons Dangereuses (Oxford World's Classics);Choderlos De Laclos;1999;Oxford University Press
8434840472;Memorias de Una Vaca;Bernardo Atxaga;1998;S & M Books
2070368165;Rhinoceros (French Edition);Eugene Ionesco;1959;Distribooks
2070363619;Le Roi se meurt;Eug�?¨ne Ionesco;1973;Gallimard
375700528;The Lover;MARGUERITE DURAS;1998;Pantheon
393323668;The Animal-Lover's Book of Beastly Murder;Patricia Highsmith;2002;W W Norton & Company
786930705;Dragons of Spring Dawning (Dragonlance Chronicles, Vol. 3);Margaret Weis;2003;Wizards of the Coast
880386525;The Dragonlance Chronicles/Dragons of Autumn Twilight/Dragons of Winter Night/Dragons of Spring Dawning (Collectors Edition);Margaret Weis;1988;Wizards of the Coast
1843500728;Carmilla;Joseph Sheridan Le Fanu;2003;Soft Editions Ltd Pod
1843430215;Lizard Tails;Juan Marse;2003;Harvill Press
330305735;Bonfire of the Vanities;Tom Wolfe;0;Pan Books Ltd
157270120;Nemesis (Cover to Cover Classics);Agatha Christie;1999;Audio Partners
207036240;Le Hussard sur le toit;Jean Giono;1995;Gallimard
2702408648;Cartes Sur Table (Club Des Masques);Agatha Christie;0;Editions Flammarion
425093255;Five Little Pigs (Hercule Poirot Mysteries (Paperback));Agatha Christie;2004;Berkley Publishing Group
2702426328;Le Vallon;Agatha Christie;1995;Librairie des Champs-Elys�?©es
2702413722;La maison biscornue;Agatha Christie;1982;Librairie des Champs-Elys�?©es
2253009199;Le crime du golf;Agatha Christie;1974;Le Livre de Poche
225302001;L' Affaire Prothero (Le Livre De Poche);Agatha Christie;0;Livre de Poche
2841110664;Le moine et le philosophe: Le bouddhisme aujourd'hui;Jean François Revel;1997;NiL éditions
8484036383;El fantasma de Canterville/El retrato de Dorian Gray/De profundis/La importancia de llamarse Ernesto/El abanico de Lady Windermere;Oscar Wilde;2000;Edimat Libros
186046310;Silk;Alessandro Baricco;1920;HarperCollins Publishers
2070516504;Le lion;Joseph Kessel;1997;Gallimard
2895400644;J'�?©tais si timide que j'ai mordu la ma�?®tresse;Minne;2003;Les 400 coups
340551194;Time to Dance;Melvyn Bragg;0;Scepter Pubs
440505941;The Weekend Novelist;Robert Ray;1994;Dell Publishing Company
188491036;Writing Life Stories;Bill Roorbach;1998;F & W Pubns
374119163;Letters to a Young Novelist;Mario Vargas Llosa;2002;Farrar Straus & Giroux
312242727;A Writer's Workbook : Daily Exercises for the Writing Life;Caroline Sharp;2000;St Martin's Press
1884910394;Fiction Writer's Workshop;Josip Novakovich;1998;Writer's Digest Books
62734725;A Writer's Companion : A Handy Compendium of Useful but Hard-To-Find Information on History, Literature, Art, Science, Travel, Philosophy and Much More;Louis Decimus Rubin;1997;Harper Resource
811814815;The Observation Deck: A Tool Kit for Writers (Past & Present);Naomi Epel;1998;Chronicle Books
393320030;On Becoming a Novelist;John Gardner;1999;WW Norton & Company
673181731;The Writer's craft: A process reader;Sheena Gillespie;1986;Scott, Foresman
192813897;Oxford Fowler's Modern English Usage Dictionary;Henry Watson Fowler;1983;Oxford University Press
312010443;How to Write a Damn Good Novel : A Step-by-Step No Nonsense Guide to Dramatic Storytelling (How to Write a Damn Good Novel);James N Frey;1987;St Martin's Press
767903080;Sin and Syntax: How to Craft Wickedly Effective Prose;Constance Hale;1999;Broadway Books
874778867;The Artist's Way Morning Pages Journal: A Companion Volume to the Artist's Way;Julia Cameron;1998;Putnam Publishing Group
1884910408;Creating Fiction: Instruction and Insights from Teachers of the Associated Writing Programs;Julie Checkoway;1999;Story Press Books
226103897;The Chicago Manual of Style: The Essential Guide for Writers, Editors, and Publishers (14th Edition);University;1993;Univ of Chicago Press
1884910459;The Art & Craft of the Short Story;Rick Demarinis;2000;Story Press Books
1582970599;The Marshall Plan Workbook : Writing Your Novel from Start to Finish;Evan Marshall;2001;Writer's Digest Books
1582970033;Get Organized, Get Published!: 225 Ways to Make Time for Success;Don Aslett;2003;Writer's Digest Books
1582970688;Keeping a Journal You Love;Sheila Bender;2001;Walking Stick Press
385499191;Beyond the Writers' Workshop: New Ways to Write Creative Nonfiction;Carol Bly;2001;Anchor Books/Doubleday
312166907;Handbook of Technical Writing (Handbook of Technical Writing Practices);Charles T Brusaw;1997;St Martin's Press
898796334;The Art and Craft of Poetry;Michael J Bugeja;1994;F & W Pubns
395489326;The Lord of the Rings;J R R Tolkien;1988;Houghton Mifflin Company
802132758;Rosencrantz & Guildenstern Are Dead;Tom Stoppard;1991;Grove Press
312421303;In Praise of the Stepmother: A Novel;Mario Vargas Llosa;2002;Picador USA
1932360239;The Pornographer's Poem;Michael Turner;2004;Soft Skull Press
517064596;Anne Tyler: A New Collection/Three Complete Novels/the Accidental Tourist/Breathing Lessons/Searching for Caleb;Anne Tyler;1991;Outlet Books Company
312420285;The Storyteller;Mario Vargas Llosa;2001;Picador USA
375404538;Jimmy Corrigan: The Smartest Kid on Earth;CHRIS WARE;2000;Pantheon
37540600;Horse Heaven;Jane Smiley;2000;Random House Inc
679451501;The Sparrow;Mary Doria Russell;1996;Villard Books
198117477;William Shakespeare: The Complete Works;William Shakespeare;1988;Oxford University Press
786706562;A House in Sicily;Daphne Phelps;1999;Carroll & Graf Publishers
14027281;In the Memory of the Forest: A Novel;Charles T Powers;1998;Penguin Books
80231323;Last Love in Constantinople: A Tarot Novel for Divination;Milorad Pavic;1998;Dufour Editions
679420851;The Inner Side of the Wind, or the Novel of Hero and Leander;Milorad Pavic;1993;Random House Inc
151002835;The Seville Communion;Arturo Perez-Reverte;1998;Harcourt
